Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),TRSP(%),TFPS(Hz),RRSP(%),TPWR(dBm),Ptch(rad),Roll(rad),Yaw(rad),FM,RxBt(V),Curr(A),Capa(mAh),Bat%(%),GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,VSpd(m/s),Hdg(°),GSpd(m/s),Rud,Ele,Thr,Ail,P1,P2,P3,SL1,SL2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2025-02-09,16:15:40.610,-19,0,100,0,0,1,250,-19,100,11,100,50,100,24,-0.07,0.02,0.13,"ANGL",16.6,0.4,201,97,51.442148 11.576354,3.2,171.60,9,21,0.0,308,0,11,24,-1024,-13,-1024,-1024,-1024,948,22,0,0,0,0,0,1,0,-1,0x0500800000000000,1494,1511,1000,1505,1000,1275,1000,1500,1031,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:41.030,-31,0,100,0,0,1,250,-31,100,11,100,50,100,24,-0.07,0.02,0.13,"ANGL",16.6,0.4,201,97,51.442142 11.576357,1.2,177.50,9,21,0.0,308,0,10,24,-1024,-13,-1024,-1024,-1024,932,22,0,0,0,0,0,1,0,-1,0x0500800000000000,1494,1511,1000,1505,1000,1275,1000,1500,1040,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:41.530,-24,0,100,0,0,1,250,-25,100,10,100,50,100,24,-0.05,-0.02,0.06,"ANGL",16.6,0.4,201,97,51.442142 11.576357,1.2,177.50,9,21,-0.3,308,0,8,24,-715,-13,-1024,-1024,-1024,931,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1152,1504,1000,1275,1000,1500,1040,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:42.030,-22,0,100,0,0,1,250,-22,100,10,100,50,100,24,-0.05,-0.02,0.06,"ANGL",16.6,0.3,201,97,51.442142 11.576357,1.2,177.50,9,21,-0.3,308,0,8,24,-385,-13,-1024,-1024,-1024,937,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1312,1504,1000,1275,1000,1500,1037,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:42.530,-24,0,100,0,0,1,250,-25,100,10,100,50,100,24,-0.05,-0.02,0.06,"ANGL",16.6,0.3,201,97,51.442142 11.576356,0.3,177.50,9,21,-0.3,308,0,10,24,-148,-13,-1024,-1024,-1024,932,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1428,1505,1000,1275,1000,1500,1040,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:43.030,-21,0,100,0,0,1,250,-22,100,11,100,50,100,24,-0.04,-0.01,0.05,"ANGL",16.6,0.3,201,97,51.442142 11.576356,0.3,177.50,9,21,-0.3,308,0,10,23,-148,-13,-1024,-1024,-1024,929,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1428,1505,1000,1275,1000,1500,1041,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:43.530,-17,0,100,0,0,1,250,-18,100,11,100,50,100,24,-0.04,-0.01,0.05,"ANGL",16.6,0.3,201,97,51.442142 11.576356,0.3,177.50,9,21,-0.5,308,0,10,24,-148,-13,-1024,-1024,-1024,928,23,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1428,1505,1000,1275,1000,1500,1042,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:44.030,-20,0,100,0,0,1,250,-20,100,11,100,50,100,24,-0.04,-0.01,0.05,"ANGL",16.6,0.3,201,97,51.442142 11.576355,0.9,177.50,9,21,-0.5,308,0,10,24,-148,-13,-1024,-1024,-1024,932,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1428,1505,1000,1275,1000,1500,1040,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:44.530,-21,0,100,0,0,1,250,-22,100,11,100,50,100,24,-0.04,0.00,-0.32,"ANGL",16.6,0.3,201,97,51.442142 11.576355,0.9,177.50,9,21,-0.5,308,0,10,24,-148,-13,-1024,-1024,-1024,942,23,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1428,1505,1000,1275,1000,1500,1034,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:45.030,-18,0,100,0,0,1,250,-18,100,11,100,50,100,24,-0.04,0.00,-0.32,"ANGL",16.6,0.3,202,97,51.442142 11.576355,0.9,177.50,9,21,-0.5,308,0,10,25,-148,-13,-1024,-1024,-1024,948,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1512,1428,1505,1000,1275,1000,1500,1031,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:45.530,-20,0,100,0,0,1,250,-20,100,10,100,50,100,24,-0.04,0.00,-0.32,"ANGL",16.6,0.3,202,97,51.442143 11.576352,1.7,252.70,9,21,-0.5,308,0,10,24,-148,-13,-1024,-1024,-1024,956,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1428,1505,1000,1275,1000,1500,1026,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:46.030,-18,0,100,0,0,1,250,-18,100,11,100,50,100,24,-0.03,-0.05,0.10,"ANGL",16.6,0.3,202,97,51.442143 11.576352,1.7,252.70,9,21,-0.5,308,0,10,24,-148,-13,-1024,-1024,-1024,947,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1428,1505,1000,1275,1000,1500,1031,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:46.530,-28,0,100,0,0,1,250,-28,100,11,100,50,100,24,-0.03,-0.05,0.10,"ANGL",16.6,0.3,202,97,51.442143 11.576352,1.7,252.70,9,21,-0.6,308,0,10,24,-148,-13,-1024,-1024,-1024,920,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1428,1505,1000,1275,1000,1500,1046,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:47.030,-39,0,100,0,0,1,250,-39,98,11,100,50,100,24,-0.03,-0.05,0.10,"ANGL",16.6,0.3,202,97,51.442143 11.576349,0.3,152.30,9,21,-0.6,308,0,11,24,-148,-13,-1024,-1024,-1024,926,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1428,1505,1000,1275,1000,1500,1043,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:47.530,-44,0,100,0,0,1,250,-45,98,11,100,50,100,24,0.23,0.04,0.05,"ANGL",16.6,0.3,202,97,51.442143 11.576349,0.3,152.30,9,21,-1.5,308,0,10,24,-148,-13,-1024,-1024,-1024,920,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1428,1505,1000,1275,1000,1500,1046,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:48.030,-27,0,100,0,0,1,250,-29,100,11,100,50,100,24,0.23,0.04,0.05,"ANGL",16.6,0.3,202,97,51.442140 11.576349,0.4,137.80,8,21,-1.5,308,0,10,24,-148,-13,-1024,-1024,-1024,929,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1428,1505,1000,1275,1000,1500,1041,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:48.530,-42,0,100,0,0,1,250,-43,100,11,100,50,100,24,0.11,0.21,-0.51,"ANGL",16.6,0.3,202,97,51.442140 11.576349,0.4,137.80,8,21,-1.5,308,0,11,24,-148,-13,-1024,-1024,-1024,931,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1428,1505,1000,1275,1000,1500,1040,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:49.030,-45,0,100,0,0,1,250,-46,94,9,100,50,100,24,0.11,0.21,-0.51,"ANGL",16.6,0.4,202,97,51.442140 11.576349,0.4,137.80,8,21,-0.6,308,0,11,24,-148,-13,-1024,-1024,-1024,932,23,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1428,1505,1000,1275,1000,1500,1040,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:49.530,-35,0,100,0,0,1,250,-35,94,10,100,50,100,24,0.11,0.21,-0.51,"ANGL",16.6,0.3,202,97,51.442140 11.576349,0.4,137.80,8,21,-0.6,308,0,11,24,-148,-13,-1024,-1024,-1024,938,23,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1428,1505,1000,1275,1000,1500,1036,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:50.030,-48,0,100,0,0,1,250,-51,94,10,99,50,100,24,0.11,0.21,-0.51,"ANGL",16.6,0.3,202,97,51.442142 11.576352,3.0,260.90,9,21,-0.6,308,0,10,24,-149,-13,-1024,-1024,-1024,945,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1427,1505,1000,1275,1000,1500,1032,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:50.530,-34,0,100,0,0,1,250,-35,94,10,100,50,100,24,0.03,0.16,-0.34,"ANGL",16.6,0.3,202,97,51.442142 11.576352,3.0,260.90,9,21,-0.5,308,0,10,24,-149,-13,-1024,-1024,-1024,940,23,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1427,1505,1000,1275,1000,1500,1035,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:51.030,-37,0,100,0,0,1,250,-37,94,11,100,50,100,24,0.03,0.16,-0.34,"ANGL",16.6,0.3,202,97,51.442142 11.576351,0.9,260.60,9,21,-0.5,308,0,11,24,-149,-13,-1024,-1024,-1024,940,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1427,1505,1000,1275,1000,1500,1035,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:51.530,-38,0,100,0,0,1,250,-41,94,11,100,50,100,24,0.03,0.16,-0.34,"ANGL",16.6,0.3,202,97,51.442142 11.576351,0.9,260.60,9,21,-0.5,308,0,11,24,-148,-13,-1024,-1024,-1024,938,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1428,1505,1000,1275,1000,1500,1036,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:52.030,-35,0,100,0,0,1,250,-36,100,11,100,50,100,24,0.08,0.01,-0.39,"ANGL",16.6,0.3,202,97,51.442142 11.576351,0.9,260.60,9,21,-0.9,308,0,11,24,-148,-13,-1024,-1024,-1024,937,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1428,1505,1000,1275,1000,1500,1037,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:52.530,-34,0,100,0,0,1,250,-38,100,10,100,50,100,24,0.08,0.01,-0.39,"ANGL",16.1,11.0,208,97,51.442142 11.576351,0.9,260.60,9,21,-0.9,308,0,11,24,-149,-13,-1024,-1024,-1024,925,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1428,1505,1000,1275,1000,1500,1043,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:53.030,-35,0,100,0,0,1,250,-34,94,10,100,50,100,24,0.08,0.01,-0.39,"ANGL",16.1,11.0,208,97,51.442140 11.576349,1.2,232.30,8,21,-0.9,308,0,11,24,-149,-13,-1024,-1024,-1024,926,23,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1427,1505,1000,1275,1000,1500,1043,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:53.530,-36,0,100,0,0,1,250,-35,94,10,100,50,100,24,-0.04,0.00,-0.46,"ANGL",16.1,11.0,208,97,51.442140 11.576349,1.2,232.30,8,21,-0.5,308,0,11,24,-149,-13,-1024,-1024,-1024,923,23,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1427,1505,1000,1275,1000,1500,1045,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:54.030,-30,0,100,0,0,1,250,-31,92,10,100,50,100,24,-0.04,0.00,-0.46,"ANGL",16.1,11.0,208,97,51.442139 11.576351,0.8,96.60,9,21,-0.5,308,0,11,25,-149,-13,-1024,-1024,-1024,924,23,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1512,1427,1505,1000,1275,1000,1500,1044,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:54.530,-23,0,100,0,0,1,250,-23,92,11,100,50,100,24,-0.06,-0.33,0.33,"ANGL",16.1,11.0,208,97,51.442139 11.576351,0.8,96.60,9,21,-0.5,308,0,11,25,-149,-13,-1024,-1024,-1024,926,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1512,1427,1505,1000,1275,1000,1500,1043,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:55.030,-24,0,100,0,0,1,250,-25,98,10,100,50,100,24,-0.06,-0.33,0.33,"ANGL",16.1,11.0,208,97,51.442139 11.576351,0.8,96.60,9,21,-0.4,308,0,12,25,-149,-13,-1024,-1024,-1024,927,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1512,1427,1506,1000,1275,1000,1500,1042,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:55.530,-29,0,100,0,0,1,250,-30,98,10,100,50,100,24,-0.06,-0.33,0.33,"ANGL",16.1,11.0,208,97,51.442135 11.576351,1.5,159.70,9,21,-0.4,308,0,12,25,-149,-13,-1024,-1024,-1024,927,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1512,1427,1506,1000,1275,1000,1500,1042,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:56.030,-32,0,100,0,0,1,250,-31,100,10,100,50,100,24,0.09,0.52,-0.28,"ANGL",16.1,11.0,208,97,51.442135 11.576351,1.5,159.70,9,21,-0.4,308,0,11,24,-149,-13,-1024,-1024,-1024,928,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1427,1505,1000,1275,1000,1500,1042,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:56.530,-33,0,100,0,0,1,250,-33,100,10,100,50,100,24,0.09,0.52,-0.28,"ANGL",16.0,10.9,221,97,51.442135 11.576351,1.5,159.70,9,21,-0.4,308,0,11,24,-149,-13,-1024,-1024,-1024,928,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1427,1505,1000,1275,1000,1500,1042,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:57.030,-22,0,100,0,0,1,250,-22,100,11,100,50,100,24,0.09,0.52,-0.28,"ANGL",16.0,10.9,221,97,51.442135 11.576352,0.8,159.70,9,21,-0.4,308,0,11,24,-149,-13,-1024,-1024,-1024,928,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1427,1505,1000,1275,1000,1500,1042,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:57.530,-34,0,100,0,0,1,250,-34,100,10,100,50,100,24,0.07,-0.31,0.00,"ANGL",16.0,10.9,221,97,51.442135 11.576352,0.8,159.70,9,21,-0.2,308,0,11,24,-149,-14,-1024,-1024,-1024,927,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1493,1511,1427,1505,1000,1275,1000,1500,1042,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:58.030,-28,0,100,0,0,1,250,-29,98,11,100,50,100,24,0.07,-0.31,0.00,"ANGL",16.0,10.9,221,97,51.442137 11.576353,3.3,47.60,9,21,-0.2,308,0,11,24,-149,-13,-1024,-1024,-1024,927,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1427,1505,1000,1275,1000,1500,1042,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:58.530,-36,0,100,0,0,1,250,-39,98,10,100,50,100,24,0.07,-0.31,0.00,"ANGL",16.0,10.9,221,97,51.442137 11.576353,3.3,47.60,9,21,-0.2,308,0,11,24,-149,-13,-1024,-1024,-1024,927,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1427,1505,1000,1275,1000,1500,1042,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:59.030,-23,0,100,0,0,1,250,-24,100,10,100,50,100,24,-0.22,0.02,0.27,"ANGL",16.0,10.9,221,97,51.442137 11.576353,3.3,47.60,9,21,0.7,308,0,11,24,-149,-13,-1024,-1024,-1024,926,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1427,1505,1000,1275,1000,1500,1043,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:15:59.530,-26,0,100,0,0,1,250,-26,100,10,100,50,100,24,-0.22,0.02,0.27,"ANGL",16.0,10.9,221,97,51.442105 11.576362,33.0,167.90,9,21,0.7,308,0,11,24,-149,-14,-1024,-1024,-1024,922,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1493,1511,1427,1505,1000,1275,1000,1500,1045,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:16:00.030,-26,0,100,0,0,1,250,-26,100,10,100,50,100,24,-0.06,-0.17,2.35,"ANGL",16.0,10.9,221,97,51.442105 11.576362,33.0,167.90,9,21,0.7,308,0,11,24,-149,-13,-1024,-1024,-1024,922,23,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1427,1505,1000,1275,1000,1500,1045,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:16:00.530,-38,0,100,0,0,1,250,-38,100,10,100,50,100,24,-0.06,-0.17,2.35,"ANGL",16.0,10.9,221,97,51.442105 11.576362,33.0,167.90,9,21,-0.2,308,0,11,24,-148,-13,-1024,-1024,-1024,923,23,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1428,1505,1000,1275,1000,1500,1045,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:16:01.030,-39,0,100,0,0,1,250,-40,100,10,100,50,100,24,-0.06,-0.17,2.35,"ANGL",15.4,26.8,242,96,51.441922 11.576586,66.9,133.20,2,21,-0.2,308,0,11,24,-148,-13,-1024,-1024,-1024,923,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1428,1505,1000,1275,1000,1500,1045,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:16:01.530,-46,0,100,0,0,1,250,-46,100,10,100,50,100,24,-0.06,-0.17,2.35,"ANGL",15.4,26.8,242,96,51.441922 11.576586,66.9,133.20,2,21,-0.2,308,3,11,24,-148,-13,-1024,-1024,-1024,924,23,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1428,1505,1000,1275,1000,1500,1044,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:16:02.030,-45,0,100,0,0,1,250,-45,96,7,100,50,100,24,-0.51,0.05,2.56,"ANGL",15.4,26.8,242,96,51.441922 11.576586,66.9,133.20,2,21,6.2,308,3,11,24,-149,-13,-1024,-1024,-1024,924,23,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1427,1505,1000,1275,1000,1500,1044,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:16:02.530,-46,0,100,0,0,1,250,-46,96,10,100,50,100,24,-0.51,0.05,2.56,"ANGL",15.4,26.8,242,96,51.441748 11.576843,69.9,139.60,3,21,6.2,308,3,11,24,-149,-13,-1024,-1024,-1024,931,21,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1427,1505,1000,1275,1000,1500,1040,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:16:03.030,-45,0,100,0,0,1,250,-48,94,10,100,50,100,24,-0.43,-0.02,2.56,"ANGL",15.4,26.8,242,96,51.441748 11.576843,69.9,139.60,3,21,6.2,137,6,11,24,-149,-13,-1024,-1024,-1024,933,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1427,1505,1000,1275,1000,1500,1039,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:16:03.530,-48,0,100,0,0,1,250,-47,94,8,100,50,100,24,-0.43,-0.02,2.56,"ANGL",15.4,26.8,242,96,51.441748 11.576843,69.9,139.60,3,21,5.9,137,6,11,24,-149,-13,-1024,-1024,-1024,931,20,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1427,1505,1000,1275,1000,1500,1040,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:16:04.030,-47,0,100,0,0,1,250,-48,96,10,100,50,100,24,-0.43,-0.02,2.56,"ANGL",15.4,26.8,242,96,51.441552 11.577098,74.3,141.80,15,21,5.9,137,6,11,25,-149,-13,-1024,-1024,-1024,931,21,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1512,1427,1505,1000,1275,1000,1500,1040,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:16:04.530,-47,0,100,0,0,1,250,-47,96,11,100,50,100,24,-0.42,0.00,2.60,"ANGL",15.4,26.8,242,96,51.441552 11.577098,74.3,141.80,15,21,6.5,137,6,11,24,-149,-13,-1024,-1024,-1024,931,19,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1427,1505,1000,1275,1000,1500,1040,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:16:05.030,-49,0,100,0,0,1,250,-49,96,10,100,50,100,24,-0.42,0.00,2.60,"ANGL",15.3,26.1,273,96,51.441552 11.577098,74.3,141.80,15,21,6.5,137,6,12,24,-149,-13,-1024,-1024,-1024,932,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1427,1506,1000,1275,1000,1500,1040,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:16:05.530,-48,0,100,0,0,1,250,-49,96,10,100,50,100,24,-0.42,0.00,2.60,"ANGL",15.3,26.1,273,96,51.441324 11.577370,77.0,144.60,26,21,6.5,140,8,11,25,-149,-13,-1024,-1024,-1024,932,22,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1511,1427,1505,1000,1275,1000,1500,1040,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2025-02-09,16:16:06.030,-49,0,100,0,0,1,250,-49,96,10,100,50,100,24,-0.43,0.02,2.63,"ANGL",15.3,26.1,273,96,51.441324 11.577370,77.0,144.60,26,21,7.4,140,8,11,25,-149,-13,-1024,-1024,-1024,931,21,0,0,0,0,0,1,0,-1,0x0500001800000000,1494,1512,1427,1505,1000,1275,1000,1500,1040,1500,1500,1000,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
